content,score,sentimen
terbaik,5,positive
ramah tamah,5,positive
nyaman,5,positive
bagus,5,positive
"aplikasi bikin mood jelek, dibatalin gak bisa driver ditungguin malah gk jelas di tlfn ga diangkat di chat ga dibalas",1,negative
"Pesanan terlalu lama saya menunggu 1 jam. Saat di cek pesanan masih dibuat tetapi waktu menghubungi layanan, tertera bahwa pesanan sudah mendapat driver. Aneh sekali Aplikasi ini",1,negative
"Apaan gw pesen makanan gak di kirim , nggak bisa chat pengemudi, harusnya saya yang bisa pencet SELESAI",5,positive
bapaknya ramah. tepat waktu,5,positive
sangat puas,5,positive
baik kata temen saya...aplikasinya pake punya saya,5,positive
ok sip,4,positive
mantaap,5,positive
sesuai wkt. puas pelayanan,5,positive
terbaik,5,positive
thanks you,5,positive
👎,3,neutral
sangat baik,5,positive
layanan memuaskan,5,positive
"pelayanan sangat bagus, drivernya alhamdulillah baik 👍",5,positive
sangat ramah,5,positive
Oke,5,positive
cepat yujuan,5,positive
gampang pesan,5,positive
Hallo Grabe. mohon dibantu jika Grabe setelah melakukan perjalanan. berikan list perjalanan yg bisa di download.,5,positive
baik ramah,5,positive
"kalo pesen hemat, lelet bgt. entah gimana sistemnya. kyknya sengaja ditunda sama grab klo pesen hemat, jd pesanan gk langsung masuk ke merchant. di awal di kasih keterangan waktu tunggu 30 menit. tp ngaret sampe 1 jam",1,negative
good,5,positive
jossss,5,positive
mantep,3,neutral
"buruk!!!! udah pesan makanan dengan estimasi 40 nenit di menit 28 di batalin sendiri,padahal mesan buat orang sakit,udah rela nunggu stengah jam dan ini balasannya,REDFLAG",1,negative
oke,3,neutral
terimakasih,5,positive
tetap terbaik...,5,positive
tarif ny naikin dong kasian driver,5,positive
Bagus Sangat Membantu :),5,positive
berisik iklan lu,2,negative
mantap,5,positive
mantap,5,positive
sipp dahh,5,positive
kasih murah onkirnya pls tutututu :3,5,positive
byk aturan,1,negative
mantab,5,positive
selama aku pakai grab nggak ada kendala paling lama nyari drivernya doang terus banyak promo juga jadi nyaman pakainya dan hemat lebih ekonomis dan aku suka banget pakai fitur grabfood pokoknya tingkatin lagi pelayannya good job,5,positive
baik,5,positive
banyak diskon menarik,5,positive
driver nya Ramah... perjalanan Lancar👍,5,positive
sangat puas,5,positive
pertahankan pelayanannya. kkonsumen,5,positive
kenapa ya driver grab car dengan gocar lebih cepat gocar rsponsif y jarak sama harga malah jlebuh murah gocar selisih 5ribu butuh waktu menunggu sampai 20menit sampai akhirnya cari dengan gocar jujur soal responsif gocar lebih baik dan murah dri grabcar,1,negative
cuma ggra macet sdkit masa di cancel aneh bangettt aplikasi ga rekomendasi,1,negative
baru nyoba,5,positive
mantap,5,positive
pelayanan baik datang tepat waktu.,5,positive
"lagi sampah banget ini, driber pada jauh",1,negative
ALAMAT GA PERNAH JELAS,1,negative
cepat dan ramah,5,positive
iklan game isinya ini mulu sebel,1,negative
"layanan cepat, respon drivernya juga oke",4,positive
"INI KENAPA KOK SUPERBANK SAYA TIBA2 TDK BISA DIGUNAKAN KATANYA ""PERANGKAT TIDAK KOMPATIBEL"" LAH DRI DLU SAYA MAKE HP INI BYAR PAKE SUPERBANK KOK TIBA2 GABISA YA , TOLONG BUG ATAU EROR SEPERTI INI SEGERA DITANGANI SAYA SERING BAYAR PAKE SUPERBANK TP INI KOK TIBA2 GAK BISA",1,negative
aplikasi cepat terbaik,5,positive
terimakasih..!,5,positive
Mantulll...,5,positive
bagus,5,positive
orangnya ramah baik,5,positive
sangat bagus,5,positive
ongkirnya sekarang naik drastis beh,1,negative
jossss,5,positive
sempurna,5,positive
membantu,5,positive
baik,5,positive
sopan,5,positive
top,5,positive
sangat membantu sekali,5,positive
puas,5,positive
"Keren sopir taksi nya ramah serta ,,,enak mengemudi nya",5,positive
oke,5,positive
"hay, ini kok ga ada di HP ku ya apk nya pdhl. udh diinstal tiba2 ga ada di HP tp status terinstal",5,positive
sekarang ongkirnya mahalll bangett ngga kaya dulu,2,negative
grab the best,5,positive
pelayanan publik yg terbaik,5,positive
bagus ramah oke,5,positive
sangat ramah care pada customer disabilitas tuna netra seperti saya,5,positive
pengemudi x baik n ramah,5,positive
"ada yg aneh menurut saya,masa dari rumah ke sekolah 9,5k sedangan dari sekolah ke rumah 10k 😅",4,positive
baik,5,positive
sangat bagus,5,positive
marahal,1,negative
oke,5,positive
driver ramah,5,positive
GRAB TETAP DI HATI,5,positive
baik aman terkendali,5,positive
"udah sering pesan grab hemat yg 7500, tiba² sekarang pesan grab hemat 7500 pas sudah sampe tujuan, tiba² dipinta oleh aplikasinya 12.000, ga lagi² deh, kalo udah sekali gini pasti ntar gitu, kecewa. uninstallllll",1,negative
lama dapat pengemudinya,2,negative
terpercaya,4,positive
ramah dan nyaman,5,positive
sesuai kebutuhan,3,neutral
FORCE CLOSE GJLS APK NYA,3,neutral
lambat,3,neutral
mantap,5,positive
puas dengan pelayanannya,5,positive
bagus,5,positive
very good lah,5,positive
"sip lah, semoga tetap berjaya bersama ummat tegakkan syariah! Allahu Akbar!",5,positive
penipu buat iklan 1 rupiah taikk,1,negative
pelayanan sangat baik,5,positive
cukup nyaman,5,positive
cara pakainya simple👍👍👍,5,positive
mantep,5,positive
baik,5,positive
rute penjemputan GK tepat... tolong di perbaiki...,1,negative
mntap bnget,5,positive
bagus,5,positive
sangattt Nyaman cepat saat di gunakan aplikasi nya 👍,5,positive
bagus,5,positive
oke banget,5,positive
"Hello Grab, aku pelanggan setia bangettt loh terbilang sering pakai apk grab, entah pesan makanan/ojol/paket dll. Agak di buat kecewa dengan layanan pengembalian dana langsung jika pesanan dibatalkan sepihak. Kenapa sekarang dana nya gak langsung kembali ke rekening? kenapa harus nunggu?. Biasanya langsung loh ya.",1,negative
"permisi min cuma nau kasih saran aja.banyak driver sekarang itu kalo kita màkin baik malah di sepelekan seperti contohnya tadi, udh terlambat dalam penjemputan dan itupun belagu gitu bukannya minta maaf mala minta rokok alasanya telat belum isi bensin, sengaja aku kasih uang besar malah nyepelein kaya kaga ada kembalian kaya mau minta uang tambahan gitu lah. intinya untuk kedepannya mohon di evaluasi lagi min para driver untk daerah krian Mojokerto dan sekitarnya untuk identitas driver masih ada",1,negative
sangat membantu.. apalagi dlm keadaan darurat waktu,5,positive
tolong tindak yaa. saya pesan makanan udah 2 jam tp gada keterangan dari pihak resto atw driver nya.,1,negative
sulit untuk cancel pesanan,1,negative
good,5,positive
"mantap,cepat respon,terbaik👍",5,positive
👍👍👍👍,5,positive
sangat baik,5,positive
"mau cancel ribet harus chat dengan cc, butuh cepat di tunggu 15menit lebih gak dateng2 mobilnya.. mohon di perbaiki layanannya..",1,negative
tdk bs dr hp saya,1,negative
ramah,5,positive
"grab ini selalu muncul di iklan capcut . gak sekali dua kali tapi tiap mau upload selalu muncul , tolong dong saya nih mau bikin capcut bukan mau pesan makan atau jasa dll😮‍💨",1,negative
Baik,5,positive
Aplikasi Yang Sangat Bagus,5,positive
"driver nya udah pada belagu, gk ada yg mau ambil orderan GrabFood. klo udah pada kaya gk usah jadi driver ojol",1,negative
kurang puas dikit.....,4,positive
ini diskon 70% hilang kah?? tolong balikin ya,4,positive
tepat waktu,5,positive
ramah dan amanah,5,positive
promonya akal-akalan,1,negative
"Saya penguna grab baru mudah""an layananya memuasak,TQ",5,positive
"kecewa banget,udh nunggu lama malah di cancel driver",1,negative
bagus,5,positive
baik,5,positive
sangat ramah,5,positive
"semuanya baik, bersih, sopan n tepat waktu.",5,positive
"alhamdulillah dapat ibu"" baik hati love sak kebun aku udah ketat ketir takut kirain cowok ternyata ibu"" aamiin di anterin sampai kos.. padahal ketikan ku salah",5,positive
sangat bagus,5,positive
ok,5,positive
Alhamdulillah perjalanan jd mudah & lancar,5,positive
tepat waktu,5,positive
ok,5,positive
bagus sekali,5,positive
cepat,5,positive
mnatp,5,positive
"sudah bagus, tapi syg banget tidak bisa pilih driver perempuan",4,positive
"grab sekarang dapat driver jauh mulu, padahal saya selalu pake grab krn dapatnya driver yg deket. Jadinya butuh waktu makin lama utk menunggu, tolong dikembalikan seperti dulu dapatmya driver terdekat",3,neutral
bisa hantar kemana sahaja,5,positive
Ramah dan Sopan,5,positive
cepat waktu d tujuan,5,positive
Google Maps lu ngaco.,1,negative
antapp,5,positive
terimakasih dgn adanya aplikasi ini perjalanan jadi mudah,5,positive
Jaya teruss,5,positive
sangat puas,5,positive
keren,5,positive
sangat membntu,5,positive
terbaik,5,positive
lezatnya ALHAMDULILLAAH😁,4,positive
mahao,1,negative
terimakasih bapak,5,positive
Untuk pengemudinya etika nya jelek.,1,negative
mantap,5,positive
"UX yang ditampilkan bikin ribet.... pada pilihan menu kolom grabfood, penghapusan history, mohon maaf ini bukan kritik hanya masukan. Saya masih tetap menggunakan aplikasi ini sejak tahun 2021.",5,positive
"saldo OVO saya terpotong.padahal saya tidak memberikan tip ke pengemudi. sudah dilaporkan ke pihak grab, dalam waktu 3x 24 jam saldo OVO dijanjikan kembali. tapi sampai saat ini saldo OVO tersebut tidak masuk juga.",1,negative
terbaik,5,positive
👍👍👍,5,positive
bagus 👍,4,positive
ok,5,positive
"sopan,senyum,salam,ramah,komunikatif, sangat membantu, utamanya kalau konsumennya Lansia. Dapat dipercaya.Terima kasih",5,positive
"tolong perbaiki lagi sistemnya,untuk pembatalan 2 pihak(konsumen dan pihak resto) atau diadain fitur chat konsumen dan pihak resto untuk konfirmasi. udah lama nunggu ternyata tidak jadi. buang buang waktu saja sampai Berjam jam. lama lama pasti grab tidak ada lgi peminatnya KLO begini terus.",1,negative
sudah bagus di pertahankan dan tingkatkan lagi,5,positive
terimakasih sudah membantu pelanggan graab,5,positive
oke,5,positive
promo nggak jelas!!! 🐽🐽🐽,1,negative
baik,5,positive
terimakasih sudah sampe tujuwan,5,positive
awesome,5,positive
saya suka,5,positive
keren,5,positive
top bnget diskon promo nya,5,positive
bagus,5,positive
sangat memuaskan,5,positive
pelayanan sangat baik,5,positive
"lama, telat setengah jam",1,negative
gabisa login,1,negative
solusi cepat...,5,positive
grab memang ok,5,positive
bagus,5,positive
nih k. hyung hati ncnhht,2,negative
banyak promo.. kalau misal Nemu pengemudi yang ramah juga happy..,5,positive
baru coba,5,positive
bagus,5,positive
baik,4,positive
supir ramah,5,positive
layanan sangat baik,5,positive
bagus banget,5,positive
all oc,5,positive
baik,5,positive
Good,5,positive
bgus,5,positive
"sangat kooperatif, humble",5,positive
"argo nya ke murahan kasian driver nya, potongannya terlalu besar.",1,negative
tepat waktu ramah terimakahs,5,positive
keren,5,positive
biar bintang yg berbicara,5,positive
"apk yg membantu dlm keadaan darurat beli makan. tapi tlong ditambahin fitur cancel untuk driver bagi pembeli. agar bisa cancel driver yg ambil makanan minta tambahan biaya. hari ini saya pesan makanan. driver minta tambahan parkir. sya minta nota parkirnya karna sya mau klaim di kantor sy, ttapi driver marah² tdk ada nota parkir alasannya karna parkir liar dan dia ambilnya pakai mobil. dengan sangat untuk grab.. mohon ditambahin fitur cancel bagi pembeli. guna menghindari driver² yg seperti ini",3,neutral
tercepat dan terpercaya,5,positive
Ok,5,positive
sangat baik orngx ramah,5,positive
sangat membantu,4,positive
layanan yg sngt bagus,5,positive
"pesen grabfood lama bgt pesen 10,20 diaplikasi tertis 1,50 pesen 11mnt dgn harga lebih mahal dtgnya trep 1 ½ jam",3,neutral
terbaik,5,positive
mantap,5,positive
susah di downlod,1,negative
bagus pelayanan nya,5,positive
oke,5,positive
cukup membantu,4,positive
"Loading nya lama + kadang error, padahal sudah memakai data.",3,neutral
"kalau jamnya molor minimal ada kompensasi lah, udah molor lebih 2 jam gk ada kompensasi apa apa",1,negative
"asli sampah ada fitur qris percuma tidak bisa di gunakan, bodoh sistemnnya yang bagian pembuat coding nya asli sampah Verif sampai jutaan kali percuma saja",1,negative
ok,5,positive
"Mantap pelayanannya, terimakasih.",5,positive
bagus,5,positive
sub tiba2 saldo kepotong,1,negative
"Biasa grabfood sehari 5 kali. sekarang stop no grabfood. tobat, karena diskon 70% dihilangin grab tiba2. Sudah ga mau ikut grabunlimited lagi",1,negative
"kapok pesan order makanan disini, terlambat hampir 1jam 1/2. ganti aplikasi aja",1,negative
terimakasih,5,positive
"harganya terjangkau, kualitas baik banget.. recommended deh",5,positive
Cepat pengiriman,5,positive
saya suka,5,positive
bagus,5,positive
bagusss,5,positive
cari titik alamat tidak pada tempatnya,3,neutral
sangat baik,5,positive
Alkhamdulillah perjalanan jadi mudah,5,positive
sangat puas,5,positive
sangat Bagus Driver nya ramah dan the best,5,positive
"Saya tambah bintang lima, karena kode QR saya sudah berfungsi dengan baik.. Terima kasih Grab Merchant",5,positive
aman dan terpercaya,5,positive
nyaman,5,positive
gabisa login atau daftar malah muncul tulisan mulu tolong dong min kasih bantuannya ni buat aplikasinya yg malah eror kayak gini,1,negative
mantap pelayanannya,5,positive
keren mantap ramah,5,positive
ramah,5,positive
mantap,5,positive
mahal kali pesan makanan,4,positive
ramah dan baik,5,positive
mantap,5,positive
sumpah gofood ga jelas gue pesen makan jam 21.30 di chat sma ojolnya yg namanya agus motor vario f 4050 fdj di jam 22.18 katanya pesenan akan diantar setelah selesai disiapkan ya ka dan alamat udah sesuai lah di 22.26 kenapa ojolnya ganti jadi anggi pangestu sukma motor pcx160 f 3007 fjk tiba2 ngechat bang jangan ngerjain malah gue dibilang mau nipu dengan alesan dia liat gat kontak apaan yg jelas bukan no gue yg di screen sumpah tolot bilang aja lu malea nganterin pesenan orang woy.. tolol,1,negative
bagus banget,5,positive
sangat membantu perjalanan,5,positive
"Sudah install berapa kali masih tidak bisa, tautkan dana dan ovo sering error. Sudah ganti device masih tetap sama",1,negative
on time,4,positive
"Makin lama Grab makin semena² kasih biaya. Semakin mahal pesan di Grab. Banyak banget dibebankan biaya. Biaya jasa, Biaya aplikasi, Biaya kemasan, belum lagi Biaya antar yang semakin lama semakin besar. Bohong aja tulisannya Biaya ongkir gratis, begitu kita mau pesan, tetep aja dikenakan ongkir. Sudah banyak keluhan driver di Grab. Khususnya Driver Grabcar. Kasihan Grab memeras para drivernya dengan potongan 40%. Bener² Grab lintah darat banget!",2,negative
tolong perbaiki pesanan grab foodnya - kasih waktu untuk cek kembali orderan sblm di proses. ini tiba² tampilan berubah langsung proses makanan. eeh busettt. malah ga bisa batal. padahal baru aja 1-5 detik.,2,negative
keren,5,positive
Alhamdulillah layanan cepat,5,positive
👍,5,positive
sangat bagus sekali nak tengok bola,5,positive
𝗼𝗸,5,positive
oke,5,positive
Service sangat baik. Mantaaap...,5,positive
🤡🤡,1,negative
"driver, ramah asik diajak ngobrol",5,positive
ok,5,positive
good,5,positive
Di coba dulu,3,neutral
apaan isi nya driver gk bermutu masa sudah di bayar pake ovo makanan gk datang dan mala di peribet,1,negative
sangat baik,5,positive
Bis update Gak bisa masuk ... Malah kek daftar lagi,5,positive
ok,5,positive
terbaik,5,positive
siippp,5,positive
keren,5,positive
mantap,5,positive
Bgus,5,positive
kerren,5,positive
ramah sekai,5,positive
"tololllll, masa cancel aja kena biaya kompensasi drivernya yg bermasalah malah customer yg bayarrr, makanya kebanyakan driver jdi pada males",1,negative
good aplikasi,5,positive
penipuan promo,1,negative
good,5,positive
"Banyak discount, selalu menjaga nama baik customer. Mudah2an bisa mempertahankan, hati2 untuk menunjuk agen atau kerjasama dengan perusahaan yg tidak bisa dikendalikan. Kadang malah merusak hal yg sdh dibangun perusahaan",5,positive
"Yg mager keluar rumah, Fixs kalian harus download apk ini, Apk nya mudah dan cepet banget proses nya",5,positive
pelayanan bagus nyaman,5,positive
oke sampai 3 oktober 2025 16:14,5,positive
top global,5,positive
"tadinya saya sudah uninstal grab lumayan lama, dan sekarang instal lagi karena butuh. waktu mau pesan ojek motor, siatemnya kok ribet banget ya. saya sampai benar2 gak paham saking membingungkan. halaman penuh tulisan, tapi gak ada instruksi jelas mengenai yang harus saya lakukan. kayaknya bakal saya uninstal lagi ini. àplikasi kok membingungkan.",2,negative
terima kasih,5,positive
cukup membantu,5,positive
sangat baik,5,positive
keren,5,positive
keren,5,positive
mantap apk grab untuk saya gk punya mobil terima kasih grab tetap jaya dan maju trus,5,positive
pengemudi nya membantu,5,positive
keren,5,positive
sangat mantab dan nyaman,5,positive
tepat waktu,4,positive
praktis nyaman,5,positive
thankyou,5,positive
mantap,5,positive
grab sangat membantu kami kaum lansia⁹,5,positive
hebat,5,positive
Sangat membantu perjalanan saya..,5,positive
alhamdulilah allah berikan smw kemudahan,5,positive
baik',5,positive
baik,5,positive
sangat bagus,5,positive
alhamdulillah aman,5,positive
baik,5,positive
tepat waktu,5,positive
top,5,positive
good,5,positive
"tiba-tiba banget punya daftar tagihan yang harus dibayar, padahal selama ini melakukan pembelian aplikasi dibayar lunas dan sukses. tagihan fiktif ini merugikan dan meresahkan banget. buat laporan juga nggak ada solusi. bersihin akunku dan nama baikku! nggak pernah hutang juga.",1,negative
seru,5,positive
keren,5,positive
sangat membantu untuk transportasi dan kebutuhan lain nya,5,positive
top,5,positive
"cepet,aman, nyaman",5,positive
sangat mengecewakan,1,negative
"Sistem yg sangat buruk,hanya menyusahkan driver yg sudah berjuang, pasti ada balasanya,",1,negative
"manfaat, bagus,",5,positive
pengantaran tepat waktu,5,positive
"kecewa sii udh 2 kali order pake grab tp yg terakhir bikin kecewa bgt udh nunggu pengemudi lama datengnya trus tiba"" dia bilang ga bisa jemput , anak saya lagi sakit nunggu lama , ga ada komfirmasi klo emng dr awal ga bisa ga ush diterima",1,negative
nyari lokasi aja ssah nya mnta ampun,1,negative
grab lebih baik dari go......,5,positive
"pengemudinya ramah, tahu jln, santai tidak trburu buru👍👍",5,positive
ramah dan tepat waktu,5,positive
bagus,5,positive
supir nya ramah dan jga tdk ngebut sangat senang di per jln an,5,positive
excellent,5,positive
baik dn ramah,5,positive
mantap,5,positive
Mantaaappp. bagus dan puas .....!!!,5,positive
bagus,5,positive
ok,4,positive
keren,5,positive
The best delivery all,5,positive
ok bnget,5,positive
Alhamdulillah sesuai ekspektasi 👌🏻👍🏻🙏,5,positive
enak tidak ribet,5,positive
bagus membantu,5,positive
"Aplikasi tertolol!!! Ubah profile, minta ubah ovo... justru ubah profile di grab mau disamakan sama ovo... kok selalu suruh ubah dulu profile di ovo!!!! TOLOL!!!!!",1,negative
tau gak bisa di pake,1,negative
baik dan murah senyum,5,positive
aplikasi yg sagat berguna sekali untuk era yg sekarang,5,positive
LEMOT,1,negative
ok,5,positive
makin lama makin gak jelas ini aplikasi,1,negative
ok,5,positive
sangat baik,5,positive
bagus,5,positive
Driver tidak ada yang menerima,1,negative
easy make it Aplikacation,5,positive
"dulu bintang 5 sekarang bintang 1 soalnya ongkirnya mahal amat,mana nunggunya lama hede",1,negative
bagus,5,positive
benerin lagi tolol,1,negative
bagus,3,neutral
"tolong donk pihak grab bilangin driver nya yg bawa penumpang ke kantor pertamina udah jelas"" tempat menaik turun kan penumpang malah diarah dan nabrak securiti yg ngatur lalin bila perlu janagan dipake driver bgtu , syas sudah telfon dan lapor ke grab tolong ditindak",2,negative
nyaman,5,positive
kesempatan ya makin lama makin selangit harganya 🥰 masalahnya pun tak ada juga driver yang mau atau pun dapat 😆,1,negative
keren,5,positive
"baik dan ramah, tepat samapai tujuan",5,positive
"HABIS DI UPDATE MAKIN LEMOT.. TITIK MAP TIDAK SESUAI, DONASI POHON TERCENTANG SENDIRI, TIP JUGA TIBA² DI NOMINAL 50RIBU.. BUKANNYA GA IKHLAS NGASIH TIP, TAPI KAMI JUGA ADA BUTUH WOY.. ADMIN TOLONG PERBAIKI SISTEM 😡",1,negative
aplikasi yang berguna,5,positive
sempurna,1,negative
supirnya bersahabat,5,positive
👍,5,positive
mobil nya enak dan pengendara nya Ramah,5,positive
baik,5,positive
layanan baik,5,positive
pesanan grabfood sangat LAMA !,1,negative
amanah perjalanan lncar,5,positive
layann nya baguss👍👍👍👍,5,positive
tepat waktu,5,positive
Good,5,positive
saya saranin yg suka order makanan via aplikasi ini jangan pake argo prioritas pecuma udah mah bayar mahal makanan tetep aja nunggu lama mending pake hemat saja,1,negative
keren,5,positive
mantap,5,positive
"saya pesan grab express, driver sudah ambil pesanan saya dan sudah mengantar pesanan saya, tetapi di aplikasi grab malah memesan driver lain, dan driver tersebut marah marah ke saya",1,negative
bagus,5,positive
ok nice,5,positive
mudah di akses,5,positive
ok,3,neutral
aplikasi ngentottt... lambat layanan njing,1,negative
baik,5,positive
saldo saya di taik terus dai aplikasi ini pdahal udah lama gaka saya install tapi saat mau cek login ulang gak bisa terus udah berapa hari... aplikasi gak jelas janan di download,1,negative
line lambat,1,negative
tiba2 ada transaksi pake mandiri pdhl ngk ada beli apapun dan ngk pernah pake juga,1,negative
sistem grablocker bikin kecewa. respon dari pusat bantuan jg tidak membantu.,2,negative
lama pake apk ini paylater pun ga pernah telat malah paylater ga bisa di gunakan,1,negative
sangat baikk,5,positive
sopan,5,positive
puas,5,positive
baik dan ramah abangnya,5,positive
"kalo bayar pake cash lama bener pesanan di ambil/kadang malah ga di ambil sama driver.kalo mau di cancel waktu buat cancel gofood lama bener,udah keburu beli sendiri.",1,negative
"percuma pake grab unlimited,kalo vouchernya dibatasi, banyak RESTO malah vouchernya GK bisa dipake.",1,negative
mantap,5,positive
bagus kiriman cpat,5,positive
titik nya ga presisi jadi harus bayar lebih ke driver mohon diperbaiki.,1,negative
biar bintang yang bicara🙏🏻,5,positive
ga ada promo,1,negative
baik dan ramah,5,positive
baik,5,positive
sangat membantu semua transportasi manapun,5,positive
mantap,5,positive
baik,5,positive
grabfood ongkirnya mahal dan vouchernya duikitttttttt,2,negative
grabfood pakai pengiriman prioritas tapi masih lama dan driver sering gonta ganti,3,neutral
pelayanannya keren 👌👍,5,positive
mantap,5,positive
"aplikasinya bagus, tapi saran saya, untuk pick up makanannya tuh mending pas makanannya udh mau siap baru dikasih ke ke driver. kasian drivernya kalau harus nunggu setengah jam smpe sejam di warung makan buat nungguin pesenan, padahal dalam rentan waktu segitu mereka juga bisa ngorder lagi pls :((",4,positive
cepat,5,positive
mantap,5,positive
susah untuk login,2,negative
pelayanan nya bagus,5,positive
"driver bagus, aplikasi lembet, dan driver susah tersedia hanya karena masalah cuaca",3,neutral
ramah,5,positive
mantapp,4,positive
beh gila ini udah murah tambah murah karena ada diskon gw suka beli disini.. disini sudah ada kode promo dan diskonnya banyak dan tidak bikin dompet kosong... dan ada satu lagi menunya banyak banget!!!,5,positive
baik,5,positive
udah nunggu lama banget tiba tiba suka di cancel drivernya,1,negative
driver ramah dan berbudi bahasa,5,positive
pelayanan cepat dan nyaman,5,positive
Bagus. . Selalu Ya Grab Semakin Bagus Pelayanannya,5,positive
bagus,5,positive
"makin parah, ongkir naik promo diskon tidak ada",1,negative
ok,5,positive
driver trlalu pilih apa lgi d daerah sukabumi,1,negative
baik sekali,5,positive
ok aja,5,positive
sangat baik,5,positive
"error, malhaan belanja tnp konfirm",1,negative
mantapp,5,positive
👍,4,positive
aplikasi banyak susah,1,negative
alamat yang sudah ditaruh kadang kadang kegeser dari alamat utama,4,positive
"pokoknya top banger dach ahh drevernya sangat sopan san ramah,, sangat apal jalan pokoknya kereen abisss",5,positive
"Perjalanan cepat, aman, dan driver menyenangkan, Grab sip!",5,positive
oke,5,positive
"Tolong buat grab ya, Kalo penumpang lagi pesen lalu dia batalin, jgn langsung turunin performa driver nya. ini kejadian aku, memang ini kebetulan salahku ya karna emg gatau, aku lagi pesen grab lalu aku cancel si driver dgn alasan pribadi ku sendiri, pengen ganti driver. Hal tsb sampe 2× akhirny dpt lah yg driver ke 3,lalu pas dia udah nyampe, 2 driver yg aku cancel tadi juga ikutan nyamperin aku, kukira ada apa ternyata protes karna aku batalin mereka ber 2, performa mereka jadi turun katanya😭",2,negative
"pesanan di batalkan tpi saldo tetap di potong, udah sejak 25 Agustus smpai sekarang belum di kembalikan, apaan ribet bgt ngurusnya, ini bukan soal uang 46 ribu tapi rasa tanggung jawab kalian kepada customer atau penerima jasa",1,negative
saya gk pesen apa apa malah dateng moon chicken,1,negative
PENGEMUDINYA RAMAH DAN SOPAN,5,positive
mantap,5,positive
"memudahkan memang, tp jangan dikit2 update terus dong, makan memory hp",4,positive
"saya tidak pernah pessn makanan. tp yg datang selsu notif kakanan. saya tadinya mau buat splikasinya foang buat persiapan, ehh. saya coba cek grab mobil, untuk tujuan tp yg muncul selalu hanya maps lokasi saya, lokasi tujuan tidak ada.",1,negative
udah tutup aja sangat merugikan konsumen dapat driver lama,1,negative
"uda beberapa kali map nya nge bug, saya jadi susah nyari mobil nya, driver suka ganti ganti sendiri, refresh nya pun lama, kadang ada delay atau jeda. Ada bug mikrofon ga nyala. mohon diperbaiki",3,neutral
ini kenapa si grab jadi sering upgrade jadi setiap buru² malah kesel liat harus upgrade padahal sering saya upgrade tapi sama saja selalu di minta!!,1,negative
promo nya kurang banyak,3,neutral
sangat membantu,5,positive
baik,5,positive
istimewah,5,positive
sangat membantu,5,positive
"bagus, super datang sebelum wkt yg di tentukan.",5,positive
lebih memudahkan untuk kita,4,positive
Memudahkan perjalanan kami saat wisata di Malaysia,5,positive
mantap,5,positive
"bnyk promo, mntap",5,positive
baik,5,positive
ok good,5,positive
Upgradenya susah,1,negative
good,5,positive
aman,5,positive
cepat dan sampai tujuan...,5,positive
baik,5,positive
👍,5,positive
like,5,positive
bagus,5,positive
driver ramah,5,positive
ok,5,positive
"luamayan gak terlalu lama nunggu,driver sopan,dan dapet harga murah",5,positive
Bagus,5,positive
ok,5,positive
mantap,5,positive
alhamdulillah sampai dgn ama mksh orang nya baik,5,positive
cepat smapai,5,positive
"pakai ovo tdk bsa tunai ya tdk bisa, lah trs guna app ini apa!!!!!!!",1,negative
"""Ingatlah, laknat Allah (ditimpakan) kepada orang yang zalim."" salam dari driver",5,positive
sangat puas,5,positive
sopir nya ramah dan sopan,5,positive
markotop sekali,5,positive
sangat membantu,5,positive
puas pelayanannya.,5,positive
good,5,positive
sangat membantu,5,positive
mantap,5,positive
"mendingan pake gojek sih, driver ny gak suruh"" cancel. padahal tarif ny lebih besar di grab daripada gojek",2,negative
👍,5,positive
sangat baik,5,positive
mantap,5,positive
sangat mudah melayani,5,positive
Ok,5,positive
layanan mantap,5,positive
sangat membantu,5,positive
sanagant nyaman,5,positive
mantap,5,positive
mmbantu bngt puat kmna2 sesuai lokasi,5,positive
terimakasih banyak,5,positive
Tepat waktu,5,positive
scam,1,negative
enak baik ramah tukang grep nya,5,positive
tidak bisa aktif dalam penggunaannya.,5,positive
mending gocar lah,1,negative
good,5,positive
baikkkkk,5,positive
ok,5,positive
"pengemudi sangat sopan, perjalanan juga cepat, Terima kasih",5,positive
selama iini msh andalan,5,positive
sangat membantu,5,positive
ini plis banget ini bug sinyal diperbaiki lah padahal sinyal bagus tapi di grab ngeloading terus sampe² bikin saya telat mohon diperbaikin bug ini ini sangat menganggu apa lagi bikin nyusahin orang,1,negative
Aplikasi nya bagus,4,positive
okeee,5,positive
pelayanannya cepat,5,positive
sngt membntu,5,positive
tolong di tindak lanjuti grebfood yg tidak jujur itu dia gak kasih kembali uang kembalian dengan plat DT 5688 UA atas nama IWAN .,1,negative
bintang 5,5,positive
"Sekarang banyak driver grab yang memberikan potongan setelah perjalanan kita selesai tanpa ada informasi yg diberikan pihak driver ke kita, dan ini nominalnya benar"" sangat tidak wajar dan seenaknya para driver sendiri. Bukankah ini sama dengan penipuan? alangkah baiknya fitu seperti ini harus dibenahi atau dihilangkan saja agar tidak disalah gunakan pihak yg tidak bertanggung jawab terhadap etos kerja🙏",1,negative
ongkir nya mahal,1,negative
mantap,5,positive
sangat membantu,4,positive
ongkir mahal,2,negative
baik,5,positive
bagus,5,positive
siang membantu,5,positive
grab top👍,5,positive
baik,5,positive
mantap,5,positive
